,filename,len_in_sec,sr,num_hops,OVRL_raw,SIG_raw,BAK_raw,OVRL,SIG,BAK,P808_MOS
0,D:/AudioSample/car\D4_751.wav,7.25,16000,5,2.9697905,4.4679055,2.5787425,3.2990177663567843,4.739141300625802,2.6358429999767137,3.4962478
