,filename,len_in_sec,sr,num_hops,OVRL_raw,SIG_raw,BAK_raw,OVRL,SIG,BAK,P808_MOS
0,D:/Temp/sample_16k/sample_16k/传统\4-normal_enhanced_01.wav,42.45,16000,33,3.7473364,4.0145473,4.4319997,4.1019061046643674,4.339976733760316,4.602699603069718,3.6268802
